Title,Kaltmiete zzgl. Nebenkosten,Warmmiete,Nebenkosten,Heizkosten_1,Heizkosten_2,Miete pro Stellplatz,Rooms_number,Surface Area,Floor,availability,Zip Code,Additional Price Info,pics_number,energy_efficiency,Year of Construction,Condition,Heating type,Heating system,Price per sqm,Caution 1,Caution 2,Merkmale_1,Merkmale_2,Merkmale_3,Merkmale_4,Merkmale_5,Merkmale_6,Merkmale_7,Merkmale_8
Wohnung zur Miete · Wohnen auf Zeit,,710 €/Monat,,,,,1,14 m²,,01.03.2025,13187,,1 / 11,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 01.03.2025,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,715 €/Monat,,,,,1,10 m²,,17.04.2025,10439,,1 / 11,,,,,,,,900 €,"Einbauküche, Offene Küche",frei ab 17.04.2025,möbliert,2. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,650 €/Monat,,,,,1,14 m²,,16.02.2025,12107,,1 / 18,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 16.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,690 €/Monat,,,,,1,14 m²,,02.04.2025,10585,,1 / 7,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 02.04.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.018 €/Monat,,,,,1,27 m²,,11.02.2025,10557,,1 / 17,,,,,,,"1.108,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.450 €/Monat,,,,,1,"39,3 m²",,13.02.2025,10317,,1 / 17,,,,,,,"2.175,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,Balkon,möbliert,Erdgeschoss,Bad mit Dusche,max. 1 Person,
Studio zur Miete,330 €,"403,35 €",,,"73.35 €73,35 €",,1,15 m²,,Baujahr,12459,,1 / 5,,1950 2012 (Mod),renoviert / saniert,Blockheizkraftwerk,Zentralheizung,22 Euro pro Quadratmeter,,990 €,Kochnische,Bad mit Dusche,Bodenbelag: Estrich,Fenster: Kunststoff,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.170 €/Monat,,,,,1,"20,7 m²",,13.02.2025,10317,,1 / 2,,,,,,,"1.755,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,5. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,730 €/Monat,,,,,1,13 m²,,16.02.2025,10713,,1 / 12,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 16.02.2025,möbliert,2. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete,,2.784 €,365 €,,320 €320 €,,5,"200,7 m²",13.,ab sofort,14055,"Nettokaltmiete: 2.099,00 EUR",1 / 19,C,1969,Gepflegt,Fernwärme,Zentralheizung,"10,46 Euro pro Quadratmeter",3 mal Netto Miete (kalt),,Einbauküche,Personenaufzug,Frei ab sofort,Balkon,13. Geschoss,Barrierefrei,"Badezimmer: Badewanne, Bad mit Dusche",WG-geeignet
Wohnung zur Miete · Wohnen auf Zeit,,730 €/Monat,,,,,1,13 m²,,16.02.2025,13359,,1 / 9,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 16.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,999 €/Monat,,,,,1,15 m²,,01.03.2025,10247,,1 / 9,,,,,,,keine Angabe,,"Einbauküche, Kochnische",frei ab 01.03.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.320 €/Monat,,,,,2,27 m²,,17.02.2025,10627,,1 / 21,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,4. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",WG-geeignet,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.900 €/Monat,,,,,2,52 m²,,17.02.2025,10115,,1 / 23,,,,,,,"3.800,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,5. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.800 €/Monat,,,,,1,60 m²,,11.02.2025,10245,,1 / 16,,,,,,,"3.600,00",,"Einbauküche, Offene Küche",frei ab 11.02.2025,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.595 €/Monat,,,,,2,43 m²,,01.03.2025,12105,,1 / 13,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 01.03.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.349 €/Monat,,,,,1,27 m²,,ab sofort,10557,,1 / 17,,,,,,,"1.349,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.600 €/Monat,,,,,2,66 m²,,01.04.2025,10179,,1 / 14,,,,,,,"2.600,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.734 €/Monat,,,,,1,19 m²,,12.02.2025,10711,,1 / 13,,,,,,,,100 €,"Einbauküche, Kochnische",frei ab 12.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 3 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.800 €/Monat,,,,,3,60 m²,,ab sofort,13357,,1 / 7,,,,,,,"3.600,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,5. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.676 €/Monat,,,,,5,110 m²,,ab sofort,10997,,1 / 24,,,,,,,"2.676,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 5 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.516 €/Monat,,,,,1,14 m²,,12.02.2025,10629,,1 / 8,,,,,,,,100 €,"Einbauküche, Kochnische",frei ab 12.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.650 €/Monat,,,,,2,62 m²,,17.02.2025,12157,,1 / 18,,,,,,,"3.300,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,3. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.416 €/Monat,,,,,1,12 m²,,12.02.2025,10711,,1 / 7,,,,,,,,100 €,"Einbauküche, Kochnische",frei ab 12.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.700 €/Monat,,,,,3,95 m²,,ab sofort,10245,,1 / 17,,,,,,,"3.500,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 3 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,973 €/Monat,,,,,1,27 m²,,ab sofort,10557,,1 / 17,,,,,,,"1.243,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,2. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.280 €/Monat,,,,,1,31 m²,,13.02.2025,10439,,1 / 13,,,,,,,"1.400,00",,"Einbauküche, Offene Küche",frei ab 13.02.2025,möbliert,5. Geschoss,Bad mit Dusche,max. 2 Personen,voll klimatisiert,
Wohnung zur Miete · Wohnen auf Zeit,,2.996 €/Monat,,,,,6,95 m²,,ab sofort,13403,,1 / 24,,,,,,,"2.900,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 7 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.950 €/Monat,,,,,2,46 m²,,ab sofort,10119,,1 / 25,,,,,,,"1.950,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.690 €/Monat,,,,,2,42 m²,,ab sofort,10627,,1 / 16,,,,,,,"3.380,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.400 €/Monat,,,,,4,88 m²,,11.02.2025,13347,,1 / 35,,,,,,,"1.500,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,Haustiere erlaubt,möbliert,5. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 4 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.160 €/Monat,,,,,1,30 m²,,11.02.2025,10557,,1 / 18,,,,,,,"1.224,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.616 €/Monat,,,,,1,30 m²,,ab sofort,10557,,1 / 18,,,,,,,"1.616,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.900 €/Monat,,,,,2,45 m²,,11.02.2025,10963,,1 / 17,,,,,,,"1.900,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,möbliert,6. Geschoss,Bad mit Dusche,max. 3 Personen,voll klimatisiert,
Wohnung zur Miete · Wohnen auf Zeit,,2.568 €/Monat,,,,,3,55 m²,,10.04.2025,10435,,1 / 20,,,,,,,"2.000,00",,"Einbauküche, Offene Küche",frei ab 10.04.2025,Haustiere erlaubt,möbliert,2. Geschoss,Bad mit Dusche,max. 4 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,2.350 €/Monat,,,,,3,79 m²,,17.02.2025,10245,,1 / 14,,,,,,,"5.000,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,Haustiere erlaubt,möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 4 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,2.587 €/Monat,,,,,2,85 m²,,ab sofort,12527,,1 / 10,,,,,,,,70 €,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,max. 4 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.390 €/Monat,,,,,3,68 m²,,ab sofort,10789,,1 / 12,,,,,,,"3.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,6. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.390 €/Monat,,,,,1,25 m²,,01.04.2025,10997,,1 / 13,,,,,,,"1.450,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.650 €/Monat,,,,,2,60 m²,,17.02.2025,10829,,1 / 15,,,,,,,"3.300,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.750 €/Monat,,,,,1,45 m²,,ab sofort,14059,,1 / 17,,,,,,,"1.750,00",,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,4. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.254 €/Monat,,,,,1,20 m²,,12.02.2025,10245,,1 / 9,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 12.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,voll klimatisiert,
Wohnung zur Miete · Wohnen auf Zeit,,1.290 €/Monat,,,,,1,20 m²,,23.02.2025,10119,,1 / 7,,,,,,,"1.290,00",,"Einbauküche, Kochnische",frei ab 23.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete,,916 €,240 €,,67 €67 €,,"1,5",45 m²,,ab sofort,10315,,1 / 7,,1930.0,,,Zentralheizung,"15,01 Euro pro Quadratmeter","2.028,00",,frei ab 01.10.2024 bis 31.12.9999,Bad mit Fenster,,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,2.365 €/Monat,,,,,2,50 m²,,13.02.2025,12055,,1 / 10,,,,,,,"3.510,00",,"Einbauküche, Offene Küche",frei ab 13.02.2025,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.038 €/Monat,,,,,1,27 m²,,ab sofort,10557,,1 / 18,,,,,,,"1.308,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,5. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.712 €/Monat,,,,,1,30 m²,,01.03.2025,10435,,1 / 26,,,,,,,"2.000,00",,"Einbauküche, Offene Küche",frei ab 01.03.2025,Haustiere erlaubt,möbliert,7. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.736 €/Monat,,,,,2,52 m²,,ab sofort,12435,,1 / 19,,,,,,,"1.700,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,2. Geschoss,Bad mit Dusche,max. 3 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.500 €/Monat,,,,,1,30 m²,,ab sofort,12047,,1 / 7,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.390 €/Monat,,,,,1,25 m²,,01.04.2025,10997,,1 / 13,,,,,,,"1.500,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.950 €/Monat,,,,,2,52 m²,,01.03.2025,12055,,1 / 9,,,,,,,"3.390,00",,"Einbauküche, Offene Küche",frei ab 01.03.2025,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.599 €/Monat,,,,,1,30 m²,,ab sofort,10557,,1 / 18,,,,,,,"1.599,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.516 €/Monat,,,,,1,12 m²,,12.02.2025,10711,,1 / 8,,,,,,,,100 €,"Einbauküche, Kochnische",frei ab 12.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.900 €/Monat,,,,,2,72 m²,,ab sofort,10785,,1 / 20,,,,,,,"5.800,00",,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,5. Geschoss,Bad mit Dusche,max. 3 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.590 €/Monat,,,,,2,60 m²,,ab sofort,10243,,1 / 21,,,,,,,"3.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.558 €/Monat,,,,,1,30 m²,,ab sofort,10557,,1 / 18,,,,,,,"1.558,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.750 €/Monat,,,,,2,85 m²,,ab sofort,10245,,1 / 17,,,,,,,"3.500,00",,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.690 €/Monat,,,,,4,72 m²,,17.02.2025,10245,,1 / 9,,,,,,,"5.000,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,Haustiere erlaubt,möbliert,2. Geschoss,Badewanne,max. 3 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.290 €/Monat,,,,,1,24 m²,,23.02.2025,10119,,1 / 8,,,,,,,"1.290,00",,"Einbauküche, Kochnische",frei ab 23.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.793 €/Monat,,,,,4,87 m²,,ab sofort,12059,,1 / 11,,,,,,,"2.450,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,3. Geschoss,Badewanne,max. 4 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.950 €/Monat,,,,,1,60 m²,,13.02.2025,10119,,1 / 19,,,,,,,"1.950,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.800 €/Monat,,,,,2,70 m²,,17.02.2025,10245,,1 / 16,,,,,,,"3.600,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,2. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.499 €/Monat,,,,,1,30 m²,,ab sofort,10557,,1 / 18,,,,,,,"1.499,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.301 €/Monat,,,,,1,27 m²,,ab sofort,10557,,1 / 18,,,,,,,"1.301,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.328 €/Monat,,,,,1,34 m²,,24.02.2025,12489,,1 / 6,,,,,,,keine Angabe,,"Einbauküche, Offene Küche",frei ab 24.02.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.236 €/Monat,,,,,3,70 m²,,ab sofort,14199,,1 / 48,,,,,,,"1.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.450 €/Monat,,,,,3,39 m²,,ab sofort,10781,,1 / 10,,,,,,,"2.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.930 €/Monat,,,,,2,114 m²,,ab sofort,14193,,1 / 18,,,,,,,"5.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,voll klimatisiert,offener Kamin
Wohnung zur Miete · Wohnen auf Zeit,,1.780 €/Monat,,,,,3,40 m²,,ab sofort,12047,,1 / 17,,,,,,,"1.780,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,2. Geschoss,Bad mit Dusche,max. 4 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.245 €/Monat,,,,,1,20 m²,,01.04.2025,10589,,1 / 13,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 01.04.2025,möbliert,5. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.850 €/Monat,,,,,2,56 m²,,ab sofort,10967,,1 / 14,,,,,,,"2.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,4. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,1.690 €/Monat,,,,,3,62 m²,,17.02.2025,10245,,1 / 14,,,,,,,"5.000,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,Haustiere erlaubt,möbliert,2. Geschoss,Badewanne,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.590 €/Monat,,,,,1,40 m²,,09.03.2025,10119,,1 / 11,,,,,,,"1.590,00",,"Einbauküche, Kochnische",frei ab 09.03.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.194 €/Monat,,,,,2,57 m²,,ab sofort,10249,,1 / 25,,,,,,,"2.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.965 €/Monat,,,,,2,34 m²,,24.02.2025,12489,,1 / 6,,,,,,,keine Angabe,,"Einbauküche, Offene Küche",frei ab 24.02.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.736 €/Monat,,,,,1,30 m²,,ab sofort,10999,,1 / 8,,,,,,,"3.000,00",,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.050 €/Monat,,,,,2,65 m²,,17.02.2025,10245,,1 / 9,,,,,,,"5.000,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,Haustiere erlaubt,möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.780 €/Monat,,,,,2,42 m²,,ab sofort,10437,,1 / 20,,,,,,,"1.800,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,Bad mit Dusche,max. 3 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.800 €/Monat,,,,,2,65 m²,,17.02.2025,10245,,1 / 20,,,,,,,"3.600,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.003 €/Monat,,,,,1,30 m²,,11.02.2025,10557,,1 / 19,,,,,,,"1.183,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.748 €/Monat,,,,,2,59 m²,,24.02.2025,12489,,1 / 8,,,,,,,keine Angabe,,"Einbauküche, Offene Küche",frei ab 24.02.2025,möbliert,3. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.740 €/Monat,,,,,4,116 m²,,24.02.2025,10963,,1 / 6,,,,,,,"2.740,00",,"Einbauküche, Kochnische",frei ab 24.02.2025,Haustiere erlaubt,möbliert,4. Geschoss,Badewanne,max. 4 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.284 €/Monat,,,,,2,35 m²,,ab sofort,13359,,1 / 14,,,,,,,"1.200,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,990 €/Monat,,,,,1,32 m²,,02.04.2025,13593,,1 / 17,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 02.04.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,1.599 €/Monat,,,,,1,39 m²,,01.04.2025,10179,,1 / 11,,,,,,,"2.500,00",,"Einbauküche, Offene Küche",frei ab 01.04.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.953 €/Monat,,,,,3,71 m²,,ab sofort,10405,,1 / 6,,,,,,,"5.380,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.290 €/Monat,,,,,1,26 m²,,11.03.2025,10119,,1 / 8,,,,,,,"1.290,00",,"Einbauküche, Kochnische",frei ab 11.03.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.890 €/Monat,,,,,1,22 m²,,04.04.2025,13086,,1 / 10,,,,,,,keine Angabe,,"Einbauküche, Offene Küche",frei ab 04.04.2025,möbliert,3. Geschoss,Badewanne,max. 1 Person,voll klimatisiert,
Wohnung zur Miete · Wohnen auf Zeit,,1.029 €/Monat,,,,,1,30 m²,,11.02.2025,10557,,1 / 18,,,,,,,"1.299,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete,,,,,100 €100 €,,1,37 m²,1.0,01.03.2025,13595,"Nettokaltmiete: 402,12 EUR",1 / 5,,1908.0,Gepflegt,"Elektro, Gas",Etagenheizung,"10,87 Euro pro Quadratmeter",3 mal Netto Miete (kalt),,frei ab 01.03.2025,1. Geschoss,"Badezimmer: Badewanne, Bad mit Fenster",,,,,
Wohnung zur Miete · Wohnen auf Zeit,,2.160 €/Monat,,,,,1,32 m²,,16.02.2025,10179,,1 / 11,,,,,,,keine Angabe,,"Einbauküche, Offene Küche",frei ab 16.02.2025,möbliert,3. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.495 €/Monat,,,,,4,72 m²,,11.02.2025,10963,,1 / 13,,,,,,,"4.990,00",,"Einbauküche, Kochnische",frei ab 11.02.2025,möbliert,6. Geschoss,Bad mit Dusche,max. 4 Personen,voll klimatisiert,
Wohnung zur Miete · Wohnen auf Zeit,,1.300 €/Monat,,,,,1,33 m²,,01.03.2025,10961,,1 / 7,,,,,,,"2.000,00",,"Einbauküche, Offene Küche",frei ab 01.03.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.150 €/Monat,,,,,1,50 m²,,01.03.2025,14057,,1 / 15,,,,,,,"2.150,00",,"Einbauküche, Kochnische",frei ab 01.03.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.663 €/Monat,,,,,2,40 m²,,05.03.2025,12055,,1 / 8,,,,,,,"2.890,00",,"Einbauküche, Offene Küche",frei ab 05.03.2025,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.390 €/Monat,,,,,1,43 m²,,17.02.2025,10247,,1 / 9,,,,,,,"4.000,00",,"Einbauküche, Offene Küche",frei ab 17.02.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.451 €/Monat,,,,,3,70 m²,,07.03.2025,13357,,1 / 18,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 07.03.2025,möbliert,5. Geschoss,Bad mit Dusche,max. 2 Personen,,
